,Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total,Year,CENSUS_TYPE
60,Catholic,2,401,Sacred Heart Primary School,Primary,O,23.0,37.0,60.0,29.0,22.0,51.0,44.0,34.0,78.0,35.0,27.0,62.0,31.0,33.0,64.0,30.0,29.0,59.0,30.0,35.0,65.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,2021,F
61,Catholic,2,404,Xavier College,Pri/Sec,O,19.0,0.0,19.0,19.0,0.0,19.0,19.0,0.0,19.0,34.0,0.0,34.0,24.0,5.0,29.0,76.0,0.0,76.0,123.0,0.0,123.0,0.0,0.0,0.0,319.0,228.0,0.0,228.0,210.0,0.0,210.0,229.0,0.0,229.0,249.0,0.0,249.0,258.0,0.0,258.0,254.0,0.0,254.0,0.0,0.0,0.0,1428.0,1747.0,2021,F
62,Catholic,2,409,St Joseph's School,Primary,O,3.0,1.0,4.0,5.0,1.0,6.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021,F
63,Catholic,2,411,Marian College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,44.0,84.0,39.0,46.0,85.0,40.0,38.0,78.0,23.0,58.0,81.0,20.0,36.0,56.0,28.0,39.0,67.0,0.0,0.0,0.0,451.0,451.0,2021,F
64,Catholic,2,413,Sacred Heart School,Primary,O,1.0,1.0,2.0,4.0,0.0,4.0,2.0,6.0,8.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,6.0,8.0,5.0,1.0,6.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2021,F
65,Catholic,2,414,St Bernard's School,Primary,O,27.0,22.0,49.0,30.0,22.0,52.0,21.0,27.0,48.0,27.0,21.0,48.0,35.0,13.0,48.0,22.0,23.4,45.4,22.0,26.0,48.0,0.0,0.0,0.0,338.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.4,2021,F
66,Catholic,2,445,St Patrick's School,Primary,O,7.0,5.0,12.0,4.0,8.0,12.0,2.0,6.0,8.0,6.0,8.0,14.0,12.0,5.0,17.0,4.0,7.0,11.0,3.0,15.0,18.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2021,F
67,Catholic,2,467,Academy of Mary Immaculate,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,0.0,134.0,134.0,0.0,107.0,107.0,0.0,122.0,122.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,693.0,693.0,2021,F
68,Catholic,2,468,Sacred Heart School,Primary,O,7.0,8.0,15.0,10.0,3.0,13.0,16.0,8.0,24.0,3.0,4.0,7.0,8.0,8.0,16.0,10.0,6.4,16.4,5.0,10.0,15.0,0.0,0.0,0.0,106.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4,2021,F
69,Catholic,2,474,Mount Lilydale Mercy College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,132.0,265.0,137.0,146.0,283.0,125.0,136.0,261.0,135.0,124.0,259.0,118.0,123.0,241.0,85.0,117.0,202.0,0.0,0.0,0.0,1511.0,1511.0,2021,F
70,Catholic,2,477,St Monica's School,Primary,O,9.0,7.0,16.0,5.0,10.0,15.0,10.0,13.0,23.0,6.0,8.0,14.0,9.0,13.0,22.0,7.0,9.0,16.0,10.0,4.0,14.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2021,F
71,Catholic,2,478,St Augustine's School,Primary,O,21.0,5.0,26.0,8.0,10.0,18.0,12.0,11.4,23.4,7.0,12.0,19.0,9.0,8.0,17.0,9.0,16.0,25.0,11.0,14.0,25.0,0.0,0.0,0.0,153.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.4,2021,F
72,Catholic,2,486,St Michael & St John's School,Primary,O,20.0,21.0,41.0,21.0,21.0,42.0,21.0,17.0,38.0,14.0,16.0,30.0,16.0,21.0,37.0,18.0,18.0,36.0,24.0,12.0,36.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,2021,F
73,Catholic,2,495,Trinity College Colac Inc,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,71.0,154.0,59.0,59.0,118.0,82.0,71.0,153.0,57.0,62.0,119.0,57.0,52.0,109.0,59.0,57.0,116.0,0.0,0.0,0.0,769.0,769.0,2021,F
74,Catholic,2,496,St Mary's School,Primary,O,28.0,17.0,45.0,14.0,24.0,38.0,23.0,14.0,37.0,23.0,27.2,50.2,17.0,17.4,34.4,21.0,25.0,46.0,17.0,24.0,41.0,0.0,0.0,0.0,291.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.6,2021,F
75,Catholic,2,500,Kilbreda College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,163.0,0.0,149.0,149.0,0.0,154.0,154.0,0.0,142.0,142.0,0.0,140.0,140.0,0.0,143.0,143.0,0.0,0.0,0.0,891.0,891.0,2021,F
76,Catholic,2,501,Padua College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,229.0,469.0,219.0,214.0,433.0,210.0,226.0,436.0,208.0,230.0,438.0,196.0,192.0,388.0,173.0,183.0,356.0,0.0,0.0,0.0,2520.0,2520.0,2021,F
77,Catholic,2,515,Notre Dame College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,146.0,316.0,158.0,139.0,297.0,157.0,155.0,312.0,138.0,135.0,273.0,139.0,123.0,262.0,106.0,121.0,227.0,0.0,0.0,0.0,1687.0,1687.0,2021,F
78,Catholic,2,518,Sacred Heart College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,51.0,16.0,26.0,42.0,36.0,26.0,62.0,18.0,18.0,36.0,20.0,18.0,38.0,14.0,12.0,26.0,0.0,0.0,0.0,255.0,255.0,2021,F
79,Catholic,2,524,St John's School,Primary,O,5.0,6.0,11.0,6.0,6.0,12.0,2.0,6.0,8.0,4.0,5.0,9.0,5.0,7.0,12.0,8.0,5.0,13.0,7.0,13.0,20.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2021,F
80,Catholic,2,525,St Joseph's School,Primary,O,16.0,15.0,31.0,20.0,20.0,40.0,5.0,14.0,19.0,28.0,12.0,40.0,20.0,18.0,38.0,18.0,22.0,40.0,22.0,10.0,32.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,2021,F
81,Catholic,2,539,St Joseph's School,Primary,O,39.0,42.0,81.0,52.0,37.0,89.0,48.0,31.0,79.0,38.0,36.0,74.0,57.0,43.0,100.0,43.0,50.0,93.0,39.0,48.0,87.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,2021,F
82,Catholic,2,548,Saint Ignatius College Geelong,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,250.0,132.0,117.0,249.0,123.0,124.0,247.0,113.0,111.0,224.0,94.0,110.0,204.0,83.0,101.0,184.0,0.0,0.0,0.0,1358.0,1358.0,2021,F
83,Catholic,2,549,St Mary's School,Primary,O,12.0,24.0,36.0,15.0,22.0,37.0,18.0,19.0,37.0,18.0,20.0,38.0,12.0,15.0,27.0,12.0,16.0,28.0,18.0,18.0,36.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,2021,F
84,Catholic,2,550,St Patrick's School,Primary,O,26.0,21.0,47.0,25.0,30.0,55.0,27.0,35.0,62.0,24.0,29.0,53.0,30.0,39.0,69.0,31.0,25.0,56.0,39.0,40.0,79.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,2021,F
85,Catholic,2,566,St Monica's Primary School,Primary,O,31.0,43.0,74.0,43.0,39.0,82.0,33.0,37.0,70.0,39.0,40.0,79.0,35.0,44.0,79.0,41.0,25.0,66.0,35.0,42.0,77.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,2021,F
86,Catholic,2,567,St Patrick's School,Primary,O,22.0,13.0,35.0,18.0,17.0,35.0,20.0,14.0,34.0,14.0,12.0,26.0,16.0,19.0,35.0,15.0,21.0,36.0,20.0,16.0,36.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,2021,F
87,Catholic,2,576,Catholic Ladies' College Ltd,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,0.0,140.4,140.4,0.0,138.0,139.0,0.0,106.0,106.0,0.0,105.0,105.0,0.0,132.0,132.0,0.0,0.0,0.0,763.4,763.4,2021,F
88,Catholic,2,579,St Joseph's School,Primary,O,7.0,5.0,12.0,5.0,4.0,9.0,5.0,3.0,8.0,5.0,9.0,14.0,6.0,4.0,10.0,8.0,9.0,17.0,7.0,5.0,12.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2021,F
89,Catholic,2,581,St Mary's School,Primary,O,9.0,4.0,13.0,4.0,6.0,10.0,5.0,5.0,10.0,3.0,6.0,9.0,6.0,6.0,12.0,6.0,4.0,10.0,6.0,5.0,11.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2021,F
90,Catholic,2,584,St Mary's School,Primary,O,54.0,42.0,96.0,42.0,46.0,88.0,37.2,38.0,75.2,49.0,50.0,99.0,49.0,35.6,84.6,53.0,54.0,107.0,34.0,50.0,84.0,0.0,0.0,0.0,633.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.8,2021,F
91,Catholic,2,590,Sacred Heart School,Primary,O,19.0,14.0,33.0,10.0,16.0,26.0,33.0,10.0,43.0,19.0,15.0,34.0,24.0,13.0,37.0,15.0,23.0,38.0,10.0,20.0,30.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,2021,F
92,Catholic,2,594,St Mary's School,Primary,O,12.0,4.0,16.0,8.0,11.0,19.0,9.0,10.0,19.0,11.0,10.0,21.0,6.0,14.0,20.0,10.0,10.0,20.0,12.0,5.0,17.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,2021,F
93,Catholic,2,595,St Joseph's College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,90.0,163.0,78.0,84.0,162.0,73.4,89.0,162.4,78.0,85.0,163.0,76.2,79.0,155.2,60.2,76.0,136.2,0.0,0.0,0.0,941.8,941.8,2021,F
94,Catholic,2,599,St Patrick's School,Primary,O,10.0,14.0,24.0,16.0,15.0,31.0,17.0,12.0,29.0,13.0,18.0,31.0,14.0,10.0,24.0,16.0,14.0,30.0,15.0,16.0,31.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2021,F
95,Catholic,2,603,St Joseph's School,Primary,O,7.0,16.0,23.0,3.0,9.0,12.0,15.0,13.0,28.0,8.0,13.0,21.0,8.0,10.0,18.0,10.0,8.0,18.0,3.0,7.0,10.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,2021,F
96,Catholic,2,605,St Aloysius College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,76.0,76.0,0.0,74.0,74.0,0.0,68.0,68.0,0.0,68.0,68.0,0.0,75.0,75.0,0.0,0.0,0.0,427.0,427.0,2021,F
97,Catholic,2,607,All Saints Parish School,Primary,O,21.0,23.0,44.0,13.0,26.0,39.0,15.0,19.0,34.0,16.0,16.0,32.0,15.0,15.0,30.0,29.0,24.0,53.0,11.0,19.0,30.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,2021,F
98,Catholic,2,625,Catholic College Sale,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,77.0,165.0,79.0,86.0,165.0,77.8,83.0,160.8,80.0,78.0,158.0,68.0,57.0,125.0,46.0,57.0,103.0,0.0,0.0,0.0,876.8,876.8,2021,F
99,Catholic,2,646,St Augustine's College,Pri/Sec,O,14.0,35.0,49.0,25.0,23.0,48.0,21.0,20.0,41.0,21.0,29.0,50.0,26.0,34.0,60.0,21.0,26.0,47.0,28.0,26.0,54.0,0.0,0.0,0.0,349.0,38.0,27.0,65.0,44.0,39.0,83.0,44.0,29.0,73.0,34.0,19.0,53.0,34.0,27.0,61.0,25.0,15.0,40.0,0.0,0.0,0.0,375.0,724.0,2021,F
100,Catholic,2,653,Our Holy Redeemer School,Primary,O,16.0,8.0,24.0,15.0,12.0,27.0,13.0,13.0,26.0,13.0,9.0,22.0,13.0,4.0,17.0,10.0,10.0,20.0,8.0,8.0,16.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,2021,F
101,Catholic,2,661,Our Lady of the Sacred Heart Primary,Primary,O,5.0,2.0,7.0,3.0,4.0,7.0,5.0,4.0,9.0,5.0,6.0,11.0,1.0,2.0,3.0,4.0,6.0,10.0,5.0,4.0,9.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2021,F
102,Catholic,2,672,St Joseph's School,Primary,O,9.0,12.0,21.0,11.0,3.0,14.0,2.0,7.0,9.0,5.0,16.0,21.0,7.0,6.0,13.0,2.0,13.0,15.0,4.0,6.0,10.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,2021,F
103,Catholic,2,684,St Joseph's School,Primary,O,2.0,0.0,2.0,7.0,1.0,8.0,6.0,4.0,10.0,2.0,2.0,4.0,4.0,3.0,7.0,3.0,2.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2021,F
104,Catholic,2,690,Mercy Regional College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,36.0,75.0,37.0,35.0,72.0,37.0,46.0,83.0,32.0,39.0,71.0,19.0,33.0,52.0,22.0,33.0,55.0,0.0,0.0,0.0,408.0,408.0,2021,F
105,Catholic,2,691,St Patrick's School,Primary,O,12.0,20.0,32.0,23.0,17.0,40.0,18.0,14.0,32.0,25.0,25.0,50.0,17.0,23.0,40.0,27.0,22.0,49.0,23.0,20.0,43.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,2021,F
106,Catholic,2,707,St Columba's College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,177.0,0.0,201.0,201.0,0.0,154.0,154.0,0.0,160.0,160.0,0.0,160.0,160.0,0.0,191.0,191.0,0.0,0.0,0.0,1043.0,1043.0,2021,F
107,Catholic,2,715,St Michael's School,Primary,O,3.0,2.0,5.0,9.0,6.0,15.0,7.0,2.0,9.0,7.0,2.0,9.0,1.0,6.0,7.0,2.0,6.0,8.0,5.0,3.0,8.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2021,F
108,Catholic,2,724,St Mary's School,Primary,O,14.0,21.0,35.0,20.0,20.0,40.0,14.0,13.0,27.0,20.0,23.0,43.0,15.0,17.0,32.0,11.0,10.0,21.0,13.0,16.0,29.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,2021,F
109,Catholic,2,726,St Kilian's School,Primary,O,26.0,20.0,46.0,16.0,20.0,36.0,17.0,21.0,38.0,24.0,16.0,40.0,18.0,21.0,39.0,15.0,20.0,35.0,17.0,23.0,40.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,2021,F
110,Catholic,2,733,Genazzano FCJ College,Pri/Sec,O,0.0,6.0,6.0,0.0,13.0,13.0,0.0,11.0,11.0,0.0,20.0,20.0,0.0,13.0,13.0,0.0,41.0,41.0,0.0,38.0,38.0,0.0,0.0,0.0,142.0,0.0,94.0,94.0,0.0,126.4,126.4,0.0,108.0,108.0,0.0,122.0,122.0,0.0,122.0,122.0,0.0,128.0,128.0,0.0,0.0,0.0,700.4,842.4,2021,F
111,Catholic,2,753,St Augustine's School,Primary,O,24.0,23.0,47.0,27.0,18.0,45.0,25.0,17.0,42.0,22.0,28.0,50.0,27.0,26.0,53.0,32.0,16.0,48.0,22.0,30.0,52.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,2021,F
112,Catholic,2,782,St Patrick's School,Primary,O,8.0,12.0,20.0,9.0,12.0,21.0,10.0,7.0,17.0,14.0,11.0,25.0,7.0,12.0,19.0,16.0,13.0,29.0,7.0,10.0,17.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,2021,F
113,Catholic,2,836,St Patrick's School,Primary,O,27.0,20.0,47.0,35.0,24.0,59.0,40.0,29.0,69.0,25.0,23.0,48.0,25.0,19.0,44.0,32.0,24.0,56.0,24.0,26.0,50.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,2021,F
114,Catholic,2,840,St Thomas' School,Primary,O,2.0,7.0,9.0,10.0,7.0,17.0,9.0,7.0,16.0,15.0,10.0,25.0,3.0,5.0,8.0,6.0,14.0,20.0,2.0,4.0,6.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2021,F
115,Catholic,2,841,St Joseph's School,Primary,O,18.0,15.0,33.0,21.0,18.0,39.0,13.0,19.0,32.0,19.0,25.0,44.0,26.0,24.0,50.0,31.0,24.0,55.0,30.0,26.0,56.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,2021,F
116,Catholic,2,848,St Joseph's School,Primary,O,19.0,16.0,35.0,20.0,13.0,33.0,24.0,18.0,42.0,20.0,16.0,36.0,18.0,14.0,32.0,20.0,10.0,30.0,21.0,12.0,33.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,2021,F
117,Catholic,2,909,St John's School,Primary,O,26.0,23.0,49.0,19.0,32.0,51.0,23.0,27.0,50.0,19.0,22.0,41.0,23.0,26.0,49.0,28.0,21.0,49.0,28.0,27.0,55.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,2021,F
118,Catholic,2,914,Our Lady of Mercy College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,206.0,0.0,212.0,212.0,0.0,195.0,195.0,0.0,197.0,197.0,0.0,197.0,197.0,0.0,200.0,200.0,0.0,0.0,0.0,1207.0,1207.0,2021,F
119,Catholic,2,915,St Joseph's School,Primary,O,10.0,14.0,24.0,23.0,18.0,41.0,15.0,13.0,28.0,21.0,11.0,32.0,14.0,18.0,32.0,16.0,19.0,35.0,20.0,28.0,48.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,2021,F
